Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8981,CA-2014-108182,2/6/2014,2/10/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,2,0.8,-14.7708
9255,CA-2014-168368,2/11/2014,2/15/2014,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0,15.2225
5467,CA-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",16.176,3,0.2,6.066
9516,CA-2014-154165,2/17/2014,2/24/2014,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,54.208,14,0.2,8.8088
7611,CA-2014-133354,2/22/2014,2/24/2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,3,0,9.3312
5714,US-2014-143707,3/1/2014,3/5/2014,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,3,0,1.6038
8310,CA-2014-168312,3/1/2014,3/7/2014,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,137.352,3,0.2,8.5845
1163,CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0,4.5954
8712,CA-2014-105648,3/3/2014,3/7/2014,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882
8501,CA-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0,45.9754
9643,CA-2014-104563,3/7/2014,3/12/2014,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.704,6,0.2,21.8352
3442,CA-2014-158337,3/11/2014,3/14/2014,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,14,0,49.014
1892,CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0,1.2506
9406,CA-2014-152618,3/14/2014,3/17/2014,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653,Central,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2,0.3,156.047
607,CA-2014-149958,3/15/2014,3/19/2014,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3,0.2,47.8152
2358,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,7,0.4,-447.5947
5103,CA-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432
2697,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,4,0.5,-16.426
6152,CA-2014-111871,3/18/2014,3/21/2014,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49
6164,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",33.57,5,0.7,-25.737
7584,CA-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153,South,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3499.93,7,0,909.9818
8346,US-2014-155544,3/21/2014,3/25/2014,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Knoxville,Tennessee,37918,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,218.376,3,0.2,-10.9188
3556,CA-2014-120838,3/23/2014,3/26/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,604.752,6,0.2,37.797
9309,CA-2014-128237,3/25/2014,3/30/2014,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,4,0,15.918
7840,US-2014-137869,3/28/2014,4/2/2014,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3,0,2.8764
5285,CA-2014-133424,3/30/2014,4/4/2014,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0,22.2
2230,CA-2014-128055,3/31/2014,4/5/2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588
9567,CA-2014-130428,3/31/2014,3/31/2014,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,12.645,5,0.7,-10.116
5684,CA-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Athens,Georgia,30605,South,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,1049.93,7,0,293.9804
9886,CA-2014-112291,4/3/2014,4/8/2014,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0,57.5928
5123,CA-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3,0,9.3312
3281,CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0,83.281
9912,US-2014-157231,4/5/2014,4/9/2014,Standard Class,RP-19855,Roy Phan,Corporate,United States,Richmond,Kentucky,40475,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,115.36,7,0,56.5264
6016,CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.6332
3482,CA-2014-124023,4/7/2014,4/10/2014,First Class,PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608,South,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,2,0,2.7776
5927,US-2014-118997,4/8/2014,4/12/2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0,316.1392
3776,US-2014-102715,4/11/2014,4/13/2014,Second Class,JK-15370,Jay Kimmel,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288
2794,CA-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,14,0.2,94.0702
342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
3533,CA-2014-110849,4/18/2014,4/23/2014,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,4,0.2,97.1892
6572,CA-2014-100678,4/18/2014,4/22/2014,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3,0.2,28.497
6850,CA-2014-101462,4/20/2014,4/25/2014,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4,0,27.5632
3407,US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588
4376,CA-2014-166954,4/25/2014,4/30/2014,Standard Class,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,0,63.6825
1774,CA-2014-118976,4/28/2014,5/3/2014,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0,9.387
8452,CA-2014-131387,4/28/2014,4/30/2014,First Class,AI-10855,Arianne Irving,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,125.997
8267,CA-2014-118304,4/29/2014,5/4/2014,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,19.98,2,0,5.1948
3862,CA-2014-135755,5/3/2014,5/10/2014,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638
8000,US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,57.68,4,0,19.0344
8597,CA-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,35.44,1,0,16.6568
6566,CA-2014-166086,5/7/2014,5/12/2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.2496
3541,CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,7,0,21.7728
9199,CA-2014-103310,5/10/2014,5/15/2014,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,41.04,6,0,11.0808
9429,CA-2014-152100,5/11/2014,5/16/2014,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,8,0.3,-69.312
1888,CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96
3006,CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0,45.84
2130,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0,9.3184
995,CA-2014-117639,5/21/2014,5/25/2014,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,7,0,1276.4871
9793,CA-2014-127166,5/21/2014,5/23/2014,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
610,US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178
1820,US-2014-130379,5/25/2014,5/29/2014,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,0.6,-24.189
6740,CA-2014-144029,5/26/2014,5/31/2014,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,3,0.2,7.6968
1326,US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,17.46,6,0.8,-30.555
7857,CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
245,CA-2014-131926,6/1/2014,6/6/2014,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.5394
2201,US-2014-165659,6/1/2014,6/6/2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0,9.102
3889,CA-2014-100895,6/2/2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916
1875,CA-2014-147914,6/4/2014,6/9/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812
2141,CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0,4.4564
394,US-2014-134971,6/7/2014,6/10/2014,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623
7,CA-2014-115812,6/9/2014,6/14/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-AR-10002833,Office Supplies,Art,Newell 322,7.28,4,0,1.9656
490,CA-2014-133753,6/9/2014,6/13/2014,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.984,2,0.2,10.3974
4957,CA-2014-160262,6/9/2014,6/13/2014,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,0,14.212
6938,CA-2014-126963,6/15/2014,6/15/2014,Same Day,PS-18760,Pamela Stobb,Consumer,United States,El Paso,Texas,79907,Central,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,36.544,2,0.2,11.8768
6817,CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,17.9,5,0,8.95
3509,CA-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432
691,US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0,74.0532
2997,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,24.896,4,0.2,8.4024
4413,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,617.97,3,0,160.6722
4022,CA-2014-154963,6/22/2014,6/27/2014,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3,0.4,-15.1767
1098,CA-2014-159338,6/25/2014,6/28/2014,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196
818,CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41.472,8,0.2,14.5152
5736,CA-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872
5154,US-2014-121566,6/30/2014,7/6/2014,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3,0,2.904
6733,CA-2014-120096,7/4/2014,7/7/2014,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,177.536,4,0.2,62.1376
1356,US-2014-160444,7/5/2014,7/5/2014,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,-44.1552
1550,CA-2014-134278,7/6/2014,7/8/2014,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975
3367,CA-2014-165379,7/9/2014,7/15/2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2,0.2,3.6288
9245,CA-2014-113271,7/9/2014,7/14/2014,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0,2.224
5801,CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,4,0.2,43.1976
1221,CA-2014-110184,7/12/2014,7/16/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0,44.955
8315,CA-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,3.488,2,0.2,0.5668
6932,CA-2014-164182,7/14/2014,7/18/2014,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.494,1,0.4,-2.249
3271,CA-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.54,3,0,2.6814
5589,CA-2014-168158,7/19/2014,7/24/2014,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Great Falls,Montana,59405,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098
5970,CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704,2,0.2,3.1552
8132,CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Riverside,California,92503,West,OFF-AR-10003481,Office Supplies,Art,Newell 348,13.12,4,0,3.8048
